NAME;GK;CWP;CBT;SB;DMF;WB;CMF;SMF;AMF;WF;SS;CF;REGISTERED POSITION;HEIGHT;FAVOURED FOOT;FAVOURED SIDE;WEAK FOOT ACCURACY;WEAK FOOT FREQUENCY;ATTACK;DEFENSE;BALANCE;STAMINA;TOP SPEED;ACCELERATION;RESPONSE;AGILITY;DRIBBLE ACCURACY;DRIBBLE SPEED;SHORT PASS ACCURACY;SHORT PASS SPEED;LONG PASS ACCURACY;LONG PASS SPEED;SHOT ACCURACY;SHOT POWER;SHOT TECHNIQUE;FREE KICK ACCURACY;CURLING;HEADING;JUMP;TECHNIQUE;AGGRESSION;MENTALITY;GOAL KEEPING;TEAM WORK;CONSISTENCY;CONDITION / FITNESS;DRIBBLING;TACTIAL DRIBBLE;POSITIONING;REACTION;PLAYMAKING;PASSING;SCORING;1-1 SCORING;POST PLAYER;LINES;MIDDLE SHOOTING;SIDE;CENTRE;PENALTIES;1-TOUCH PASS;OUTSIDE;MARKING;SLIDING;COVERING;D-LINE CONTROL;PENALTY STOPPER;1-ON-1 STOPPER;LONG THROW;INJURY TOLERANCE;DRIBBLE STYLE;FREE KICK STYLE;PK STYLE;DROP KICK STYLE;AGE;WEIGHT;NATIONALITY;CLUB TEAM
G. Misehouy;0;0;0;0;0;0;0;0;1;0;0;1;9;173;R;B;8;8;72;55;78;71;74;77;71;78;73;72;73;71;71;70;68;70;67;66;70;61;66;73;71;72;50;73;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;18;68;Netherlands;Girona FC
Oriol Romeu;0;0;0;0;1;0;1;0;0;0;0;0;5;183;R;B;5;5;75;80;85;80;62;60;81;63;76;66;81;81;69;68;62;81;64;64;63;78;81;78;80;84;50;83;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;83;Spain;Girona FC
Bojan Miovski;0;0;0;0;0;0;0;0;0;0;0;1;12;189;L;B;6;6;79;49;77;82;81;78;78;75;76;79;74;77;66;71;78;82;72;63;74;79;85;74;78;78;50;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;25;76;Macedonia;Girona FC
M. Gutierrez;0;0;0;1;0;0;0;1;0;0;0;0;4;180;L;L;5;5;85;82;76;88;84;86;84;85;85;84;85;82;84;83;78;79;74;63;85;76;82;85;84;83;50;83;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;73;Spain;Girona FC
Blind;0;0;1;1;0;0;0;0;0;0;0;0;3;180;L;B;5;5;73;87;77;72;60;60;86;70;83;68;88;83;88;82;67;78;75;71;86;83;76;85;78;75;50;82;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;34;72;Netherlands;Girona FC
van de Beek;0;0;0;0;0;0;1;0;1;0;0;0;9;184;R;B;5;5;82;77;73;72;68;68;81;73;83;74;84;83;77;76;81;83;81;73;83;75;75;85;81;76;50;83;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;27;76;Netherlands;Girona FC
Abel Ruiz;0;0;0;0;0;0;0;0;0;0;0;1;12;180;R;B;5;5;80;61;78;83;81;79;80;79;80;80;79;79;71;73;77;80;78;66;66;77;86;80;80;74;50;75;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;75;Spain;Girona FC
Danjuma;0;0;0;0;0;0;0;1;0;0;0;1;8;178;R;B;6;6;79;59;78;72;90;87;80;86;82;86;80;79;76;79;78;79;78;68;82;77;87;81;80;71;50;76;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;74;Netherlands;Girona FC
Juanpe;0;0;1;0;0;0;0;0;0;0;0;0;3;190;R;B;5;5;62;79;85;74;60;60;78;62;68;60;78;71;65;60;61;66;62;68;62;81;84;72;67;76;50;75;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;33;80;Spain;Girona FC
Arnau Martinez;0;0;1;1;0;0;0;1;0;0;0;0;4;182;R;R;5;5;74;79;73;84;83;85;82;82;79;80;83;74;79;74;65;66;65;61;76;79;85;81;82;79;50;74;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;72;Spain;Girona FC
David Lopez;0;0;1;0;1;0;0;0;0;0;0;0;3;185;R;B;5;5;68;84;83;71;60;60;83;62;75;63;85;82;74;70;63;79;69;61;62;83;83;79;74;77;50;80;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;34;81;Spain;Girona FC
Pau Lopez;1;0;0;0;0;0;0;0;0;0;0;0;0;189;L;B;4;3;30;83;80;65;61;65;84;70;61;50;66;63;70;68;44;82;48;44;48;55;80;67;67;71;79;72;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;B;1;1;1;1;28;77;Spain;
Gazzaniga;1;0;0;0;0;0;0;0;0;0;0;0;0;196;R;B;5;5;31;85;75;66;62;63;85;77;59;58;63;62;70;69;63;85;46;56;49;56;79;59;54;77;84;76;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;90;Argentina;Girona FC
Ivan Martin;0;0;0;0;1;0;1;0;1;0;0;0;7;178;L;B;5;5;82;76;71;78;78;79;81;82;82;80;83;80;83;80;75;77;76;72;84;61;70;82;81;72;50;76;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;70;Spain;Girona FC
Tsygankov;0;0;0;0;0;0;0;1;1;1;0;0;8;178;L;R;6;6;83;68;71;82;85;85;83;85;84;84;84;82;83;82;80;81;80;81;83;63;68;84;83;77;50;80;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;26;73;Ukraine;AS Roma
Jhon Solis;0;0;0;0;1;0;1;0;0;0;0;0;5;189;R;B;5;5;73;76;80;83;68;70;76;66;75;71;77;74;69;65;70;71;66;61;62;70;79;75;76;79;50;71;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;80;Colombia;Girona FC
A. Frances;0;0;1;1;0;0;0;0;0;0;0;0;3;181;R;B;6;6;67;79;79;81;79;84;79;81;72;74;77;71;76;71;61;66;62;61;62;78;90;73;72;80;50;76;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;70;Spain;Girona FC
Portu;0;0;0;0;0;0;0;1;0;0;0;0;8;167;R;B;6;6;78;68;79;81;84;85;78;83;78;81;78;79;76;79;78;80;78;71;78;75;85;78;78;81;50;79;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;66;Spain;Girona FC
Zubairu;0;0;0;0;0;0;0;0;0;1;0;0;10;175;R;B;5;5;69;56;78;78;73;78;69;73;72;70;71;72;72;68;70;74;70;66;67;61;74;71;71;65;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;68;Ghana;FK Partizan Belgrado
Aasgaard;0;0;0;0;0;0;1;1;1;0;0;0;7;188;R;B;6;6;73;59;77;73;72;68;73;71;74;72;74;74;69;69;72;74;71;71;71;68;71;73;73;65;50;68;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;72;Norway;Luton Town
David Hancko;0;0;1;1;0;0;0;0;0;0;0;0;3;188;L;B;5;5;75;87;85;84;79;79;87;79;81;78;84;81;78;75;72;79;70;78;66;85;86;83;80;83;50;82;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;82;Slovakia;Liverpool FC
Naim Garcia;0;0;0;0;0;0;0;1;0;1;0;0;10;180;R;R;5;5;64;44;67;68;61;61;60;65;76;65;71;67;68;66;73;74;69;61;62;61;66;80;63;63;50;63;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;75;Spain;CD Leganes
Nastasic;0;0;1;0;0;0;0;0;0;0;0;0;3;187;L;B;6;5;57;77;82;76;68;64;77;66;69;61;73;73;74;74;62;78;65;63;67;80;79;78;60;67;50;68;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;B;1;1;1;1;29;80;Serbia and Montenegro;CD Leganes
Jorge Saenz;0;0;1;1;0;0;0;0;0;0;0;0;3;190;R;R;4;4;60;74;79;79;70;68;74;71;71;69;73;69;73;70;58;78;64;58;65;77;78;77;63;69;50;69;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;75;Spain;CD Leganes
Yvan Neyou;0;0;0;0;1;0;1;0;0;0;0;0;5;180;R;B;4;7;62;66;74;81;70;75;76;83;78;76;74;73;70;68;56;76;62;51;51;58;83;79;70;73;50;76;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;63;Cameroon;CD Leganes
Rosier;0;0;0;1;0;0;0;0;0;0;0;0;4;175;R;R;4;4;69;63;72;80;75;75;71;82;77;77;74;69;78;74;59;79;67;60;72;64;73;82;80;69;50;70;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;B;1;1;1;1;26;75;France;CD Leganes
Enric Franquesa;0;0;0;1;0;0;0;1;0;0;0;0;4;174;L;L;3;3;67;63;69;80;75;77;71;83;74;81;71;65;78;71;60;75;67;63;72;61;66;80;78;68;50;67;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;67;Spain;CD Leganes
Roberto Lopez;0;0;0;0;0;0;1;0;1;0;0;0;9;180;L;B;4;3;69;48;72;75;66;70;68;75;78;70;77;70;78;74;69;83;77;77;79;64;67;84;78;68;50;75;3;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;22;70;Spain;CD Leganes
Oscar Rodriguez;0;0;0;0;0;0;1;1;1;0;0;0;9;174;R;B;5;4;73;49;69;74;62;65;69;78;83;69;77;69;80;71;74;87;84;86;84;62;67;92;77;68;50;79;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;67;Spain;CD Leganes
Adria Altimira;0;0;0;1;0;1;0;1;0;1;0;0;4;173;R;R;5;5;69;68;69;80;81;80;71;81;73;76;71;73;71;70;64;66;68;60;60;61;72;71;69;69;50;71;6;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;65;Spain;CD Leganes
Juan Cruz;0;0;1;1;0;0;0;0;0;0;0;0;4;180;L;L;3;4;64;69;76;79;69;69;73;71;70;70;73;70;84;79;60;78;65;65;82;68;73;77;76;70;50;69;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;79;Spain;CD Leganes
Seydouba Cisse;0;0;0;0;1;0;1;0;1;0;0;0;5;179;R;B;5;5;70;60;67;73;58;62;68;66;68;56;77;70;71;60;67;72;68;61;62;67;66;75;71;74;50;70;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;71;Guinea;CD Leganes
Braaanac;0;0;0;0;1;0;1;1;0;0;0;0;7;178;R;B;5;4;68;68;75;83;66;67;76;71;77;69;78;71;77;70;63;80;68;60;67;66;71;82;74;80;50;76;5;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;73;Serbia and Montenegro;CD Leganes
Renato Tapia;0;0;0;0;1;0;1;0;0;0;0;0;5;185;R;B;6;5;65;78;80;82;67;70;81;71;76;67;79;75;78;74;64;78;69;64;68;75;82;84;70;83;50;83;6;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;77;Peru;CD Leganes
Dmitrovic;1;0;0;0;0;0;0;0;0;0;0;0;0;194;L;B;3;3;30;87;84;64;60;61;85;64;55;47;65;64;69;74;44;87;48;44;48;55;82;62;65;78;80;76;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;83;Serbia and Montenegro;CD Leganes
Dani Raba;0;0;0;0;0;0;0;1;1;1;1;0;8;184;L;B;4;3;72;45;74;73;70;76;65;79;83;75;74;67;77;70;68;79;71;63;74;67;73;85;77;67;50;68;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;27;76;Spain;CD Leganes
Julian Chicco;0;0;0;0;1;0;1;0;0;0;0;0;5;181;R;B;5;7;57;76;77;81;71;73;69;78;74;72;82;81;72;72;67;76;70;60;59;70;74;64;67;61;50;78;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;79;Argentina;CD Leganes
Javi Hernandez ;0;0;1;1;0;1;0;0;0;0;0;0;4;182;L;L;3;3;70;68;72;71;64;64;70;71;71;64;74;69;69;66;61;74;69;61;71;72;75;75;74;71;50;67;4;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;75;Spain;CD Leganes
M. de la Fuente;0;0;0;0;0;0;0;0;0;0;0;1;12;180;R;B;6;6;75;56;72;78;81;74;71;73;75;77;67;68;69;68;80;75;75;65;69;70;75;64;79;77;50;75;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;77;Spain;CD Leganes
Munir;0;0;0;0;0;0;0;1;0;1;1;1;11;175;L;B;4;3;79;43;71;75;72;74;76;81;81;75;77;71;76;68;83;81;84;76;78;75;73;87;85;70;50;76;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;27;69;Morocco;
Sergio Gonzalez;0;0;1;0;0;0;0;0;0;0;0;0;3;188;R;B;4;4;54;74;80;73;60;65;73;66;68;64;68;66;71;68;55;74;59;55;62;77;74;72;59;69;50;73;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;30;81;Spain;CD Leganes
Juan Soriano;1;0;0;0;0;0;0;0;0;0;0;0;0;185;L;B;4;6;30;79;75;81;64;65;84;81;60;63;58;58;75;71;45;73;45;64;45;55;84;59;78;79;80;78;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;78;Spain;CD Leganes
Diego Garcia;0;0;0;0;0;0;0;0;0;0;0;1;12;185;R;B;5;6;76;50;58;77;71;77;64;67;76;79;67;65;61;60;78;64;69;64;64;84;79;63;76;61;50;64;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;77;Spain;CD Leganes
Haller;0;0;0;0;0;0;0;0;0;0;0;1;12;190;R;B;4;5;83;32;90;74;75;69;79;64;72;69;73;67;73;61;83;80;82;63;73;85;82;83;87;70;50;75;5;4;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;88;Cote d'Ivoire;
Conde;0;0;0;0;1;0;1;0;0;0;0;0;7;184;R;B;4;4;76;76;83;86;73;73;78;74;74;73;76;76;68;68;71;79;68;61;62;71;80;75;78;81;50;75;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;79;Guinea-Bissau;Venezia FC
Folino;0;0;1;0;0;0;0;0;0;0;0;0;3;192;R;B;5;5;58;72;81;71;68;65;70;62;65;65;62;62;58;60;61;66;59;61;62;69;77;65;61;70;50;65;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;85;Italy;US Cremonese
Garces;0;0;1;0;0;0;0;0;0;0;0;0;3;188;R;B;6;6;61;78;84;75;67;60;75;66;66;64;71;68;63;60;61;66;59;61;62;76;79;66;65;77;50;78;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;24;82;Argentina;Deportivo Alaves
Mouzakitis;0;0;0;0;0;0;1;0;1;0;0;0;7;175;L;B;5;5;71;70;73;73;73;74;73;76;78;75;78;71;73;67;68;66;70;69;77;61;66;77;73;69;50;71;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;17;67;Greece;Olympiacos Piraeus
Barrenetxea;0;0;0;0;0;0;0;1;0;1;0;0;8;175;R;L;6;6;80;53;78;79;85;87;80;87;81;82;79;79;76;79;79;79;74;61;73;67;79;81;80;74;50;76;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;22;74;Spain;Real Sociedad
Zubeldia;0;0;1;0;0;0;0;0;0;0;0;0;3;181;R;B;5;5;70;83;84;83;83;79;83;78;77;79;83;81;76;74;70;79;67;72;77;78;88;78;76;85;50;83;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;B;1;1;1;1;27;73;Spain;Real Sociedad
Odriozola;0;0;0;1;0;0;0;0;0;0;0;0;4;176;R;R;5;5;76;77;74;81;85;79;77;78;79;82;76;71;77;72;61;67;67;61;75;76;77;78;77;76;50;72;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;28;66;Spain;Real Sociedad
Umar Sadiq;0;0;0;0;0;0;0;0;0;0;0;1;12;192;R;B;5;5;79;55;91;80;88;83;78;77;79;83;78;80;65;72;81;84;75;62;68;81;95;79;78;69;50;70;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;78;Nigeria;Valencia CF
Sergio Gomez;0;0;0;1;0;0;1;1;0;0;0;0;8;173;L;L;5;5;79;78;76;81;75;81;79;84;81;78;83;82;82;82;77;79;77;80;81;61;69;81;79;78;50;78;5;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;23;71;Spain;Real Sociedad
Oskarsson;0;0;0;0;0;0;0;0;0;0;0;1;12;186;R;B;5;5;79;52;79;77;79;77;78;74;76;75;73;74;65;68;79;78;73;66;66;77;86;78;78;72;50;73;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;19;76;Iceland;Real Sociedad
Jon Pacheco;0;0;1;0;0;0;0;0;0;0;0;0;3;184;L;B;5;5;61;77;77;71;62;60;77;62;71;62;79;72;65;60;61;66;63;61;62;79;78;76;67;71;50;69;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;77;Spain;Real Sociedad
Urko Gonzalez;0;0;1;0;1;0;1;0;0;0;0;0;5;189;R;B;5;5;66;75;79;71;66;62;75;66;72;67;77;71;67;60;61;66;62;61;62;76;80;74;73;72;50;73;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;83;Spain;
Aihen Munoz;0;0;0;1;0;0;0;0;0;0;0;0;4;175;L;L;5;5;76;78;71;81;80;81;78;76;78;81;79;72;78;71;62;66;66;61;71;72;79;76;78;81;50;76;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;26;68;Spain;Real Sociedad
Javi Lopez ;0;0;0;1;0;0;0;0;0;0;0;0;12;183;L;B;5;5;65;69;76;75;76;78;74;75;77;72;70;66;69;65;61;78;66;68;69;74;80;80;86;68;50;69;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;3;1;1;1;21;74;Spain;
Elustondo;0;0;1;1;0;0;0;0;0;0;0;0;3;180;R;B;5;5;63;82;80;76;72;66;83;65;72;67;82;74;74;71;61;66;65;61;62;82;85;80;70;80;50;82;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A;1;1;1;1;30;71;Spain;Real Sociedad
Jon Martin ;0;0;1;0;0;0;0;0;0;0;0;0;3;185;R;B;5;5;59;70;70;73;72;74;70;65;66;67;69;66;62;60;61;66;60;61;62;69;74;68;62;70;50;65;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;18;83;Spain;Real Sociedad
Hamari Traore ;0;0;0;1;0;0;0;0;0;0;0;0;4;175;R;R;5;5;78;80;80;90;86;83;81;81;81;83;80;77;81;79;63;76;67;62;78;77;85;81;81;85;50;77;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;32;64;Mauritius;Real Sociedad
Aguerd;0;0;1;0;0;0;0;0;0;0;0;0;3;190;L;B;5;5;65;85;81;78;83;70;85;66;74;74;82;77;71;65;62;74;66;62;62;84;86;80;71;81;50;82;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;28;76;Morocco;Real Sociedad
Dinko Horcas;1;0;0;0;0;0;0;0;0;0;0;0;0;189;R;B;3;3;31;74;68;66;62;62;76;69;58;55;61;62;64;63;61;71;46;54;49;55;72;58;49;67;73;67;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;25;82;Croatia;UD Las Palmas
Zakharyan;0;0;0;0;0;0;1;1;0;0;0;0;8;182;R;B;6;6;76;68;70;76;80;85;77;79;78;78;77;79;79;79;74;81;76;81;77;62;70;79;77;71;50;73;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;21;73;Russia;Real Sociedad
Pablo Marin;0;0;0;0;0;0;1;0;1;0;0;0;7;178;R;B;5;5;71;71;69;72;73;74;71;74;76;74;77;72;74;69;71;68;69;61;70;63;67;76;71;68;50;68;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;20;71;Spain;Real Sociedad
Brais Mendez;0;0;0;0;0;0;1;1;1;0;0;0;7;187;L;B;5;5;85;75;77;78;74;76;85;78;87;80;87;85;84;83;85;84;81;83;80;78;83;87;85;79;50;84;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;B;1;1;1;1;27;76;Spain;Eintracht Frankfurt
Sheraldo Becker;0;0;0;0;0;0;0;1;0;0;0;1;12;180;R;B;4;4;81;51;80;78;95;92;82;87;82;88;79;79;77;78;79;80;78;62;71;73;86;82;82;74;50;74;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;29;77;Netherlands;Real Sociedad
Unai Marrero;1;0;0;0;0;0;0;0;0;0;0;0;0;189;R;B;5;5;31;73;67;66;62;62;74;62;58;55;61;62;61;61;61;66;46;54;49;55;70;58;48;66;73;63;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;82;Spain;Real Sociedad
Jon Olasagasti;0;0;0;0;1;0;1;0;0;0;0;0;7;176;L;B;5;5;74;76;75;83;68;71;76;71;73;69;79;74;73;68;72;70;69;70;71;71;75;76;76;79;50;73;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;23;74;Spain;Real Sociedad
B. Turrientes;0;0;0;0;1;0;1;0;0;0;0;0;7;181;R;B;5;5;73;74;75;80;70;73;74;74;77;73;79;74;74;69;61;70;67;76;71;66;69;78;74;77;50;74;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;22;70;Spain;Real Sociedad
Magunazelaia;0;0;0;0;0;0;1;0;1;0;0;0;7;171;R;B;6;6;73;69;59;76;70;79;70;76;73;70;74;78;68;71;75;66;77;66;65;64;67;77;77;61;50;67;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;21;67;Spain;
Medvedev;0;0;0;1;0;1;0;0;0;0;0;0;4;180;R;R;4;5;77;76;74;81;73;72;79;70;78;73;75;71;79;74;68;71;68;50;59;66;74;64;78;75;50;77;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;B;1;1;1;1;27;74;Czech Republic;Slovan Bratislava
Gerard Moreno;0;0;0;0;0;0;0;0;1;1;0;1;12;180;L;B;6;6;86;63;77;82;80;80;85;80;86;83;83;83;81;82;88;85;84;71;80;85;89;85;85;76;50;80;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;C;1;1;1;1;32;77;Spain;Villarreal CF
Alfonso Pedraza;0;0;0;1;0;0;0;1;0;0;0;0;4;184;L;L;4;4;78;79;77;75;80;81;77;80;78;79;78;79;77;79;76;79;73;66;78;73;83;78;77;75;50;76;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;28;73;Spain;Villarreal CF
Juan Bernat;0;0;0;1;0;0;0;1;0;0;0;0;4;172;L;L;4;4;76;63;68;84;75;79;71;89;83;79;79;64;75;69;70;76;72;60;75;58;72;86;92;76;50;75;6;5;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;C;2;1;1;1;29;67;Spain;Getafe CF
Bailly;0;0;1;0;0;0;0;0;0;0;0;0;3;187;R;B;5;5;62;80;83;71;75;69;81;68;73;73;75;69;66;61;62;66;62;62;62;78;84;74;66;76;50;81;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;30;77;Cote d'Ivoire;Villarreal CF
Foyth;0;0;1;1;0;0;0;0;0;0;0;0;4;187;R;B;5;5;69;81;80;75;74;74;81;74;77;74;82;74;76;71;61;66;64;61;67;81;86;79;81;78;50;72;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C;1;1;1;1;26;83;Argentina;Villarreal CF
